,date,country,iso_alpha,rate,confirmed,death,recovered
407,2020-02-24,Canada,CAN,1.1109877913429522,10.0,0.0,3.0
408,2020-02-25,US,USA,1.0,53.0,0.0,6.0
409,2020-02-25,China,CHN,1.0065844039578489,77660.0,2663.0,27650.0
410,2020-02-25,India,IND,1.0,3.0,0.0,3.0
411,2020-02-25,Korea,KOR,1.1728670724241006,977.0,10.0,22.0
412,2020-02-25,Singapore,SGP,1.0224693854623077,91.0,0.0,53.0
413,2020-02-25,Italy,ITA,1.4060958036766953,322.0,10.0,1.0
414,2020-02-25,UK,GBR,1.0,13.0,0.0,8.0
415,2020-02-25,Germany,DEU,1.0624609618988132,17.0,0.0,14.0
416,2020-02-25,Spain,ESP,2.9900497512437814,6.0,0.0,2.0
417,2020-02-25,Brazil,BRA,1.0,0.0,0.0,0.0
418,2020-02-25,Australia,AUS,1.0,22.0,0.0,11.0
419,2020-02-25,Canada,CAN,1.0999000999000998,11.0,0.0,3.0
420,2020-02-26,US,USA,1.1131861912846632,59.0,0.0,6.0
421,2020-02-26,China,CHN,1.0052150392460675,78065.0,2715.0,30053.0
422,2020-02-26,India,IND,1.0,3.0,0.0,3.0
423,2020-02-26,Korea,KOR,1.2906827975148667,1261.0,12.0,22.0
424,2020-02-26,Singapore,SGP,1.0219756070761454,93.0,0.0,62.0
425,2020-02-26,Italy,ITA,1.4068196639855906,453.0,12.0,3.0
426,2020-02-26,UK,GBR,1.0,13.0,0.0,8.0
427,2020-02-26,Germany,DEU,1.5878894767783656,27.0,0.0,15.0
428,2020-02-26,Spain,ESP,2.1647254575707153,13.0,0.0,2.0
429,2020-02-26,Brazil,BRA,101.0,1.0,0.0,0.0
430,2020-02-26,Australia,AUS,1.0,22.0,0.0,11.0
431,2020-02-26,Canada,CAN,1.0,11.0,0.0,3.0
432,2020-02-27,US,USA,1.016946280291476,60.0,0.0,6.0
433,2020-02-27,China,CHN,1.005546659124235,78498.0,2744.0,32898.0
434,2020-02-27,India,IND,1.0,3.0,0.0,3.0
435,2020-02-27,Korea,KOR,1.400472637013188,1766.0,13.0,22.0
436,2020-02-27,Singapore,SGP,1.0,93.0,0.0,62.0
437,2020-02-27,Italy,ITA,1.4459062713847377,655.0,17.0,45.0
438,2020-02-27,UK,GBR,1.153727901614143,15.0,0.0,8.0
439,2020-02-27,Germany,DEU,1.7034431691965937,46.0,0.0,16.0
440,2020-02-27,Spain,ESP,1.153727901614143,15.0,0.0,2.0
441,2020-02-27,Brazil,BRA,1.0,1.0,0.0,0.0
442,2020-02-27,Australia,AUS,1.0454338936846888,23.0,0.0,11.0
443,2020-02-27,Canada,CAN,1.181653042688465,13.0,0.0,6.0
444,2020-02-28,US,USA,1.0333277787035493,62.0,0.0,7.0
445,2020-02-28,China,CHN,1.004152971521189,78824.0,2788.0,36291.0
446,2020-02-28,India,IND,1.0,3.0,0.0,3.0
447,2020-02-28,Korea,KOR,1.323327727476062,2337.0,13.0,22.0
448,2020-02-28,Singapore,SGP,1.0,93.0,0.0,62.0
449,2020-02-28,Italy,ITA,1.3557197600036641,888.0,21.0,46.0
450,2020-02-28,UK,GBR,1.3331112591605598,20.0,0.0,8.0
451,2020-02-28,Germany,DEU,1.0434688111280157,48.0,0.0,16.0
452,2020-02-28,Spain,ESP,2.1325782811459026,32.0,0.0,2.0
453,2020-02-28,Brazil,BRA,1.0,1.0,0.0,0.0
454,2020-02-28,Australia,AUS,1.0,23.0,0.0,11.0
455,2020-02-28,Canada,CAN,1.0768639508070714,14.0,0.0,6.0
456,2020-02-29,US,USA,1.129011449766167,70.0,1.0,7.0
457,2020-02-29,China,CHN,1.005417131150775,79251.0,2835.0,39279.0
458,2020-02-29,India,IND,1.0,3.0,0.0,3.0
459,2020-02-29,Korea,KOR,1.347880411294774,3150.0,16.0,27.0
460,2020-02-29,Singapore,SGP,1.0967637888399098,102.0,0.0,72.0
461,2020-02-29,Italy,ITA,1.2702672267204198,1128.0,29.0,46.0
462,2020-02-29,UK,GBR,1.1499250374812593,23.0,0.0,8.0
463,2020-02-29,Germany,DEU,1.6456988127473444,79.0,0.0,16.0
464,2020-02-29,Spain,ESP,1.4061230865354577,45.0,0.0,2.0
465,2020-02-29,Brazil,BRA,1.9900990099009899,2.0,0.0,0.0
466,2020-02-29,Australia,AUS,1.0869187309865276,25.0,0.0,11.0
467,2020-02-29,Canada,CAN,1.4282655246252678,20.0,0.0,6.0
468,2020-03-01,US,USA,1.0857020425653479,76.0,1.0,7.0
469,2020-03-01,China,CHN,1.007255428038078,79826.0,2870.0,42118.0
470,2020-03-01,India,IND,1.0,3.0,0.0,3.0
471,2020-03-01,Korea,KOR,1.1860311554566494,3736.0,17.0,30.0
472,2020-03-01,Singapore,SGP,1.0392118419762768,106.0,0.0,72.0
473,2020-03-01,Italy,ITA,1.5017686013421867,1694.0,34.0,83.0
474,2020-03-01,UK,GBR,1.5649717514124293,36.0,0.0,8.0
475,2020-03-01,Germany,DEU,1.6454879129224147,130.0,0.0,16.0
476,2020-03-01,Spain,ESP,1.8664741168629195,84.0,0.0,2.0
477,2020-03-01,Brazil,BRA,1.0,2.0,0.0,0.0
478,2020-03-01,Australia,AUS,1.079968012794882,27.0,1.0,11.0
479,2020-03-01,Canada,CAN,1.1999000499750125,24.0,0.0,6.0
480,2020-03-02,US,USA,1.328904091566899,101.0,6.0,7.0
481,2020-03-02,China,CHN,1.0025054490384775,80026.0,2912.0,44810.0
482,2020-03-02,India,IND,1.664451827242525,5.0,0.0,3.0
483,2020-03-02,Korea,KOR,1.16033147662881,4335.0,28.0,30.0
484,2020-03-02,Singapore,SGP,1.0188661447033298,108.0,0.0,78.0
485,2020-03-02,Italy,ITA,1.2018878282890892,2036.0,52.0,149.0
486,2020-03-02,UK,GBR,1.1110802554845876,40.0,0.0,8.0
487,2020-03-02,Germany,DEU,1.2230597646334898,159.0,0.0,16.0
488,2020-03-02,Spain,ESP,1.4285204142364003,120.0,0.0,2.0
489,2020-03-02,Brazil,BRA,1.0,2.0,0.0,0.0
490,2020-03-02,Australia,AUS,1.1110699740836727,30.0,1.0,11.0
491,2020-03-02,Canada,CAN,1.124947938359017,27.0,0.0,6.0
492,2020-03-03,US,USA,1.207900207900208,122.0,7.0,8.0
493,2020-03-03,China,CHN,1.0015619921572998,80151.0,2945.0,47404.0
494,2020-03-03,India,IND,1.0,5.0,0.0,3.0
495,2020-03-03,Korea,KOR,1.1963086590342351,5186.0,28.0,30.0
496,2020-03-03,Singapore,SGP,1.0185168039996297,110.0,0.0,78.0
497,2020-03-03,Italy,ITA,1.2288790330106434,2502.0,79.0,160.0
498,2020-03-03,UK,GBR,1.2749312671832043,51.0,0.0,8.0
499,2020-03-03,Germany,DEU,1.2326897679391233,196.0,0.0,16.0
500,2020-03-03,Spain,ESP,1.3749687526039496,165.0,1.0,2.0
501,2020-03-03,Brazil,BRA,1.0,2.0,0.0,0.0
502,2020-03-03,Australia,AUS,1.2999000333222257,39.0,1.0,11.0
503,2020-03-03,Canada,CAN,1.1110699740836727,30.0,0.0,6.0
504,2020-03-04,US,USA,1.254077534628309,153.0,11.0,8.0
505,2020-03-04,China,CHN,1.0014971738971223,80271.0,2981.0,49955.0
506,2020-03-04,India,IND,5.590818363273454,28.0,0.0,3.0
507,2020-03-04,Korea,KOR,1.0838795143086881,5621.0,35.0,41.0
508,2020-03-04,Singapore,SGP,1.0,110.0,0.0,78.0
509,2020-03-04,Italy,ITA,1.2346113724565448,3089.0,107.0,276.0
510,2020-03-04,UK,GBR,1.6665359733385612,85.0,0.0,8.0
511,2020-03-04,Germany,DEU,1.33671751441253,262.0,0.0,16.0
512,2020-03-04,Spain,ESP,1.3454336100842372,222.0,2.0,2.0
513,2020-03-04,Brazil,BRA,1.9950248756218907,4.0,0.0,0.0
514,2020-03-04,Australia,AUS,1.333247885157652,52.0,2.0,11.0
515,2020-03-04,Canada,CAN,1.099966677774075,33.0,0.0,6.0
516,2020-03-05,US,USA,1.4444153976864258,221.0,12.0,8.0
517,2020-03-05,China,CHN,1.001881127445637,80422.0,3013.0,52240.0
518,2020-03-05,India,IND,1.0714030703320243,30.0,0.0,3.0
519,2020-03-05,Korea,KOR,1.0830811544544485,6088.0,35.0,41.0
520,2020-03-05,Singapore,SGP,1.0636305790382692,117.0,0.0,78.0
521,2020-03-05,Italy,ITA,1.2489470736579034,3858.0,148.0,414.0
522,2020-03-05,UK,GBR,1.352899658863663,115.0,1.0,8.0
523,2020-03-05,Germany,DEU,1.8396626082973933,482.0,0.0,16.0
524,2020-03-05,Spain,ESP,1.16665915949732,259.0,3.0,2.0
525,2020-03-05,Brazil,BRA,1.0,4.0,0.0,0.0
526,2020-03-05,Australia,AUS,1.0576812151509325,55.0,2.0,21.0
527,2020-03-05,Canada,CAN,1.1211754013935171,37.0,0.0,6.0
528,2020-03-06,US,USA,1.2579068820415367,278.0,14.0,8.0
529,2020-03-06,China,CHN,1.0018775954493055,80573.0,3042.0,53888.0
530,2020-03-06,India,IND,1.0333222259246917,31.0,0.0,3.0
531,2020-03-06,Korea,KOR,1.0829499294514957,6593.0,42.0,135.0
532,2020-03-06,Singapore,SGP,1.11110161524656,130.0,0.0,78.0
533,2020-03-06,Italy,ITA,1.201658367915065,4636.0,197.0,523.0
534,2020-03-06,UK,GBR,1.417355012607599,163.0,2.0,8.0
535,2020-03-06,Germany,DEU,1.3900334017966431,670.0,0.0,17.0
536,2020-03-06,Spain,ESP,1.544380525848423,400.0,5.0,2.0
537,2020-03-06,Brazil,BRA,3.2443890274314215,13.0,0.0,0.0
538,2020-03-06,Australia,AUS,1.090892564988184,60.0,2.0,21.0
539,2020-03-06,Canada,CAN,1.3242366927857336,49.0,0.0,6.0
540,2020-03-07,US,USA,1.4999820150354304,417.0,17.0,8.0
541,2020-03-07,China,CHN,1.0009804772094277,80652.0,3070.0,55478.0
542,2020-03-07,India,IND,1.0967429861335052,34.0,0.0,3.0
543,2020-03-07,Korea,KOR,1.067950753904514,7041.0,44.0,135.0
544,2020-03-07,Singapore,SGP,1.0615337281747559,138.0,0.0,78.0
545,2020-03-07,Italy,ITA,1.268981300730585,5883.0,233.0,589.0
546,2020-03-07,UK,GBR,1.2637874976995276,206.0,2.0,18.0
547,2020-03-07,Germany,DEU,1.1925344397844808,799.0,0.0,18.0
548,2020-03-07,Spain,ESP,1.2499937501562461,500.0,10.0,30.0
549,2020-03-07,Brazil,BRA,1.0,13.0,0.0,0.0
550,2020-03-07,Australia,AUS,1.049991668055324,63.0,2.0,21.0
551,2020-03-07,Canada,CAN,1.1020199959192,54.0,0.0,8.0
552,2020-03-08,US,USA,1.2877628833840915,537.0,21.0,8.0
553,2020-03-08,China,CHN,1.0005827505104956,80699.0,3097.0,57320.0
554,2020-03-08,India,IND,1.1470155836518672,39.0,0.0,3.0
555,2020-03-08,Korea,KOR,1.0387728465092365,7314.0,50.0,118.0
556,2020-03-08,Singapore,SGP,1.0869502209984783,150.0,0.0,78.0
557,2020-03-08,Italy,ITA,1.2536116715762848,7375.0,366.0,622.0
558,2020-03-08,UK,GBR,1.3252269307315179,273.0,3.0,18.0
559,2020-03-08,Germany,DEU,1.3016232587827437,1040.0,0.0,18.0
560,2020-03-08,Spain,ESP,1.3459930801383972,673.0,17.0,30.0
561,2020-03-08,Brazil,BRA,1.5380476556495006,20.0,0.0,0.0
562,2020-03-08,Australia,AUS,1.2063164577051262,76.0,4.0,21.0
563,2020-03-08,Canada,CAN,1.1851508979818552,64.0,0.0,8.0
564,2020-03-09,US,USA,1.126627064672911,605.0,22.0,8.0
565,2020-03-09,China,CHN,1.0004461021269033,80735.0,3120.0,58735.0
566,2020-03-09,India,IND,1.102537810817739,43.0,0.0,3.0
567,2020-03-09,Korea,KOR,1.0224227202314462,7478.0,53.0,118.0
568,2020-03-09,Singapore,SGP,1.0,150.0,0.0,78.0
569,2020-03-09,Italy,ITA,1.243660686561781,9172.0,463.0,724.0
570,2020-03-09,UK,GBR,1.17581773561408,321.0,4.0,18.0
571,2020-03-09,Germany,DEU,1.1307679733848712,1176.0,2.0,18.0
572,2020-03-09,Spain,ESP,1.5943448091410233,1073.0,28.0,32.0
573,2020-03-09,Brazil,BRA,1.2498750624687656,25.0,0.0,0.0
574,2020-03-09,Australia,AUS,1.1973424549401395,91.0,4.0,21.0
575,2020-03-09,Canada,CAN,1.1874707077019215,76.0,1.0,8.0
576,2020-03-10,US,USA,1.5851142956314772,959.0,28.0,8.0
577,2020-03-10,China,CHN,1.000272496405215,80757.0,3136.0,60106.0
578,2020-03-10,India,IND,1.3022552894675656,56.0,0.0,4.0
579,2020-03-10,Korea,KOR,1.3372541625378943e-06,0.0,0.0,0.0
580,2020-03-10,Singapore,SGP,1.0666622225184987,160.0,0.0,78.0
581,2020-03-10,Italy,ITA,1.1065197268646676,10149.0,631.0,724.0
582,2020-03-10,UK,GBR,1.1900252328587895,382.0,6.0,18.0
583,2020-03-10,Germany,DEU,1.238943546398415,1457.0,2.0,18.0
584,2020-03-10,Spain,ESP,1.5796777290053214,1695.0,35.0,32.0
585,2020-03-10,Brazil,BRA,1.239904038384646,31.0,0.0,0.0
586,2020-03-10,Australia,AUS,1.175804856609164,107.0,3.0,21.0
587,2020-03-10,Canada,CAN,1.0394684909880278,79.0,1.0,8.0
588,2020-03-11,US,USA,1.335762922180165,1281.0,36.0,8.0
589,2020-03-11,China,CHN,1.0020307834576838,80921.0,3161.0,61644.0
590,2020-03-11,India,IND,1.107123727905731,62.0,1.0,4.0
591,2020-03-11,Korea,KOR,1.0,0.0,0.0,0.0
592,2020-03-11,Singapore,SGP,1.1124929691894256,178.0,0.0,96.0
593,2020-03-11,Italy,ITA,1.2279040024593533,12462.0,827.0,1045.0
594,2020-03-11,UK,GBR,1.2015654040470145,459.0,8.0,19.0
595,2020-03-11,Germany,DEU,1.3095380265063383,1908.0,3.0,25.0
596,2020-03-11,Spain,ESP,1.3433608061309374,2277.0,54.0,183.0
597,2020-03-11,Brazil,BRA,1.2257336343115124,38.0,0.0,0.0
598,2020-03-11,Australia,AUS,1.1962433417437621,128.0,3.0,21.0
599,2020-03-11,Canada,CAN,1.3670421465637261,108.0,1.0,8.0
600,2020-03-12,US,USA,1.2982021998266993,1663.0,40.0,12.0
601,2020-03-12,China,CHN,1.0001359350309642,80932.0,3172.0,62901.0
602,2020-03-12,India,IND,1.1773907434284794,73.0,1.0,4.0
603,2020-03-12,Korea,KOR,1.0,0.0,0.0,0.0
604,2020-03-12,Singapore,SGP,1.0,178.0,0.0,96.0
605,2020-03-12,Italy,ITA,1.0,12462.0,827.0,1045.0
606,2020-03-12,UK,GBR,1.0,459.0,8.0,19.0
607,2020-03-12,Germany,DEU,1.0890980655237656,2078.0,3.0,25.0
608,2020-03-12,Spain,ESP,1.0,2277.0,55.0,183.0
609,2020-03-12,Brazil,BRA,1.3683241252302025,52.0,0.0,0.0
610,2020-03-12,Australia,AUS,1.0,128.0,3.0,21.0
611,2020-03-12,Canada,CAN,1.0833256179983335,117.0,1.0,8.0
612,2020-03-13,US,USA,1.3102807559786172,2179.0,47.0,12.0
613,2020-03-13,China,CHN,1.000160628656078,80945.0,3180.0,64196.0
614,2020-03-13,India,IND,1.1232707848239967,82.0,2.0,4.0
615,2020-03-13,Korea,KOR,1.0,0.0,0.0,0.0
616,2020-03-13,Singapore,SGP,1.1235885624403124,200.0,0.0,97.0
617,2020-03-13,Italy,ITA,1.4171076736417318,17660.0,1266.0,1439.0
618,2020-03-13,UK,GBR,1.7450818064965905,801.0,8.0,19.0
619,2020-03-13,Germany,DEU,1.7685237318395965,3675.0,7.0,46.0
620,2020-03-13,Spain,ESP,2.29775451139872,5232.0,133.0,193.0
621,2020-03-13,Brazil,BRA,2.903480099980773,151.0,0.0,0.0
622,2020-03-13,Australia,AUS,1.5624560581204594,200.0,3.0,23.0
623,2020-03-13,Canada,CAN,1.6495171352875821,193.0,1.0,8.0
624,2020-03-14,US,USA,1.251031431705224,2726.0,54.0,12.0
625,2020-03-14,China,CHN,1.0003953301136166,80977.0,3193.0,65660.0
626,2020-03-14,India,IND,1.2438726984514084,102.0,2.0,4.0
627,2020-03-14,Korea,KOR,1.0,0.0,0.0,0.0
628,2020-03-14,Singapore,SGP,1.0599970001499925,212.0,0.0,105.0
629,2020-03-14,Italy,ITA,1.1980180079173228,21157.0,1441.0,1966.0
630,2020-03-14,UK,GBR,1.4269609617857455,1143.0,21.0,19.0
631,2020-03-14,Germany,DEU,1.2476183738275541,4585.0,9.0,46.0
632,2020-03-14,Spain,ESP,1.2215209833314538,6391.0,195.0,517.0
633,2020-03-14,Brazil,BRA,1.0,151.0,0.0,0.0
634,2020-03-14,Australia,AUS,1.2499875006249688,250.0,3.0,23.0
635,2020-03-14,Canada,CAN,1.0155432361017565,196.0,1.0,8.0
636,2020-03-15,US,USA,1.2835646237541314,3499.0,63.0,12.0
637,2020-03-15,China,CHN,1.0003210787852008,81003.0,3203.0,67017.0
638,2020-03-15,India,IND,1.1078325654347614,113.0,2.0,13.0
639,2020-03-15,Korea,KOR,1.0,0.0,0.0,0.0
640,2020-03-15,Singapore,SGP,1.066034621008443,226.0,0.0,105.0
641,2020-03-15,Italy,ITA,1.1696837123960333,24747.0,1809.0,2335.0
642,2020-03-15,UK,GBR,1.0008748829844007,1144.0,21.0,19.0
643,2020-03-15,Germany,DEU,1.2639034593163374,5795.0,11.0,46.0
644,2020-03-15,Spain,ESP,1.220152996161796,7798.0,289.0,517.0
645,2020-03-15,Brazil,BRA,1.0728428580888683,162.0,0.0,0.0
646,2020-03-15,Australia,AUS,1.187992480300788,297.0,3.0,23.0
647,2020-03-15,Canada,CAN,1.2754961481557063,250.0,1.0,8.0
648,2020-03-16,US,USA,1.3238058765193583,4632.0,85.0,17.0
649,2020-03-16,China,CHN,1.000370356607736,81033.0,3217.0,67910.0
650,2020-03-16,India,IND,1.0530926466684365,119.0,2.0,13.0
651,2020-03-16,Korea,KOR,1.0,0.0,0.0,0.0
652,2020-03-16,Singapore,SGP,1.0752179107119153,243.0,0.0,109.0
653,2020-03-16,Italy,ITA,1.130642045241021,27980.0,2158.0,2749.0
654,2020-03-16,UK,GBR,1.3557661209255163,1551.0,56.0,21.0
655,2020-03-16,Germany,DEU,1.2548744523305395,7272.0,17.0,67.0
656,2020-03-16,Spain,ESP,1.274941940315542,9942.0,342.0,530.0
657,2020-03-16,Brazil,BRA,1.2345534226282329,200.0,0.0,1.0
658,2020-03-16,Australia,AUS,1.2693512002962863,377.0,3.0,23.0
659,2020-03-16,Canada,CAN,1.6599736010559578,415.0,4.0,9.0
660,2020-03-17,US,USA,1.386225418338907,6421.0,108.0,17.0
661,2020-03-17,China,CHN,1.0003085162454166,81058.0,3230.0,68798.0
662,2020-03-17,India,IND,1.1932610704982773,142.0,3.0,14.0
663,2020-03-17,Korea,KOR,1.0,0.0,0.0,0.0
664,2020-03-17,Singapore,SGP,1.0946463108514053,266.0,0.0,114.0
665,2020-03-17,Italy,ITA,1.1260185396645677,31506.0,2503.0,2941.0
666,2020-03-17,UK,GBR,1.2636991379810576,1960.0,56.0,53.0
667,2020-03-17,Germany,DEU,1.2729644211160325,9257.0,24.0,67.0
668,2020-03-17,Spain,ESP,1.1816534081136512,11748.0,533.0,1028.0
669,2020-03-17,Brazil,BRA,1.6049697515124244,321.0,1.0,2.0
670,2020-03-17,Australia,AUS,1.1989337152860666,452.0,5.0,23.0
671,2020-03-17,Canada,CAN,1.1518035709982892,478.0,5.0,9.0
672,2020-03-18,US,USA,1.2125833786273499,7786.0,118.0,106.0
673,2020-03-18,China,CHN,1.0005428211227982,81102.0,3241.0,69755.0
674,2020-03-18,India,IND,1.0985846067178369,156.0,3.0,14.0
675,2020-03-18,Korea,KOR,1.0,0.0,0.0,0.0
676,2020-03-18,Singapore,SGP,1.1766850870268035,313.0,0.0,114.0
677,2020-03-18,Italy,ITA,1.1335300788643183,35713.0,2978.0,4025.0
678,2020-03-18,UK,GBR,1.3479574083805697,2642.0,72.0,67.0
679,2020-03-18,Germany,DEU,1.3316405621253515,12327.0,28.0,105.0
680,2020-03-18,Spain,ESP,1.1840311678318285,13910.0,623.0,1081.0
681,2020-03-18,Brazil,BRA,1.158873555340955,372.0,3.0,2.0
682,2020-03-18,Australia,AUS,1.256631490453751,568.0,6.0,23.0
683,2020-03-18,Canada,CAN,1.3744691533649924,657.0,8.0,9.0
684,2020-03-19,US,USA,1.7569987708723724,13680.0,200.0,108.0
685,2020-03-19,China,CHN,1.0006658281342227,81156.0,3249.0,70535.0
686,2020-03-19,India,IND,1.2435741298634704,194.0,4.0,15.0
687,2020-03-19,Korea,KOR,1.0,0.0,0.0,0.0
688,2020-03-19,Singapore,SGP,1.10223315549024,345.0,0.0,114.0
689,2020-03-19,Italy,ITA,1.149021323041659,41035.0,3405.0,4440.0
690,2020-03-19,UK,GBR,1.0280089780129522,2716.0,138.0,67.0
691,2020-03-19,Germany,DEU,1.242800159973911,15320.0,44.0,113.0
692,2020-03-19,Spain,ESP,1.2913729033983439,17963.0,830.0,1107.0
693,2020-03-19,Brazil,BRA,1.6693368457837154,621.0,6.0,2.0
694,2020-03-19,Australia,AUS,1.1989401595042342,681.0,6.0,26.0
695,2020-03-19,Canada,CAN,1.217652699350086,800.0,9.0,9.0
696,2020-03-20,US,USA,1.3962716401523096,19101.0,244.0,147.0
697,2020-03-20,China,CHN,1.00115826295551,81250.0,3253.0,71266.0
698,2020-03-20,India,IND,1.2577186742951394,244.0,5.0,20.0
699,2020-03-20,Korea,KOR,1.0,0.0,0.0,0.0
700,2020-03-20,Singapore,SGP,1.1159386684443928,385.0,0.0,124.0
701,2020-03-20,Italy,ITA,1.145875436608886,47021.0,4032.0,4440.0
702,2020-03-20,UK,GBR,1.4779069296504799,4014.0,178.0,67.0
703,2020-03-20,Germany,DEU,1.2955611647773075,19848.0,67.0,180.0
704,2020-03-20,Spain,ESP,1.1362243855567635,20410.0,1043.0,1588.0
705,2020-03-20,Brazil,BRA,1.2769681647638524,793.0,11.0,2.0
706,2020-03-20,Australia,AUS,1.1615247940558875,791.0,7.0,26.0
707,2020-03-20,Canada,CAN,1.1787477656529293,943.0,12.0,9.0
708,2020-03-21,US,USA,1.3346419901356001,25493.0,307.0,171.0
709,2020-03-21,China,CHN,1.0006769229936094,81305.0,3259.0,71857.0
710,2020-03-21,India,IND,1.3524445719437728,330.0,4.0,23.0
711,2020-03-21,Korea,KOR,1.0,0.0,0.0,0.0
712,2020-03-21,Singapore,SGP,1.122074751305161,432.0,2.0,140.0
713,2020-03-21,Italy,ITA,1.13944830193992,53578.0,4825.0,6072.0
714,2020-03-21,UK,GBR,1.2623311850244519,5067.0,234.0,67.0
715,2020-03-21,Germany,DEU,1.1191555223924212,22213.0,84.0,233.0
716,2020-03-21,Spain,ESP,1.2432139915659033,25374.0,1375.0,2125.0
717,2020-03-21,Brazil,BRA,1.2875121372996556,1021.0,15.0,2.0
718,2020-03-21,Australia,AUS,1.3539778258176256,1071.0,7.0,26.0
719,2020-03-21,Canada,CAN,1.3552454374821052,1278.0,19.0,10.0
720,2020-03-22,US,USA,1.3237358005194366,33746.0,427.0,0.0
721,2020-03-22,China,CHN,1.0011315415864286,81397.0,3265.0,72362.0
722,2020-03-22,India,IND,1.1999939395775885,396.0,7.0,24.0
723,2020-03-22,Korea,KOR,1.0,0.0,0.0,0.0
724,2020-03-22,Singapore,SGP,1.0532395083447141,455.0,2.0,144.0
725,2020-03-22,Italy,ITA,1.1037739176949648,59138.0,5476.0,7024.0
726,2020-03-22,UK,GBR,1.1330173021170276,5741.0,282.0,95.0
727,2020-03-22,Germany,DEU,1.11974964221418,24873.0,94.0,266.0
728,2020-03-22,Spain,ESP,1.1272561963993866,28603.0,1756.0,2125.0
729,2020-03-22,Brazil,BRA,1.5141967267705507,1546.0,25.0,2.0
730,2020-03-22,Australia,AUS,1.3912195030858723,1490.0,7.0,92.0
731,2020-03-22,Canada,CAN,1.1502335662475254,1470.0,21.0,0.0
732,2020-03-23,US,USA,1.2939903117435216,43667.0,552.0,0.0
733,2020-03-23,China,CHN,1.0012162608921384,81496.0,3274.0,72819.0
734,2020-03-23,India,IND,1.260094442059544,499.0,10.0,34.0
735,2020-03-23,Korea,KOR,1.0,0.0,0.0,0.0
736,2020-03-23,Singapore,SGP,1.118678710358014,509.0,2.0,152.0
737,2020-03-23,Italy,ITA,1.0809800667962957,63927.0,6077.0,7432.0
738,2020-03-23,UK,GBR,1.171572597852991,6726.0,336.0,140.0
739,2020-03-23,Germany,DEU,1.1681742579607375,29056.0,123.0,453.0
740,2020-03-23,Spain,ESP,1.228402535257653,35136.0,2311.0,3355.0
741,2020-03-23,Brazil,BRA,1.2445003589886223,1924.0,34.0,2.0
742,2020-03-23,Australia,AUS,1.12885819558258,1682.0,7.0,119.0
743,2020-03-23,Canada,CAN,1.4204053033652835,2088.0,25.0,0.0
744,2020-03-24,US,USA,1.2306775755885278,53740.0,706.0,348.0
745,2020-03-24,China,CHN,1.001165701241079,81591.0,3281.0,73280.0
746,2020-03-24,India,IND,1.0741468106851566,536.0,10.0,40.0
747,2020-03-24,Korea,KOR,1.0,0.0,0.0,0.0
748,2020-03-24,Singapore,SGP,1.096265299306497,558.0,2.0,156.0
749,2020-03-24,Italy,ITA,1.0821092680543012,69176.0,6820.0,8326.0
750,2020-03-24,UK,GBR,1.213796887010278,8164.0,423.0,140.0
751,2020-03-24,Germany,DEU,1.1352560107186087,32986.0,157.0,3243.0
752,2020-03-24,Spain,ESP,1.1351604806578777,39885.0,2808.0,3794.0
753,2020-03-24,Brazil,BRA,1.1678785453298062,2247.0,46.0,2.0
754,2020-03-24,Australia,AUS,1.215218696678379,2044.0,8.0,119.0
755,2020-03-24,Canada,CAN,1.3362052863731495,2790.0,26.0,110.0
756,2020-03-25,US,USA,1.2240044242641561,65778.0,942.0,361.0
757,2020-03-25,China,CHN,1.0008579376575923,81661.0,3285.0,73773.0
758,2020-03-25,India,IND,1.2257420570511743,657.0,12.0,43.0
759,2020-03-25,Korea,KOR,1.0,0.0,0.0,0.0
760,2020-03-25,Singapore,SGP,1.130822028279063,631.0,2.0,160.0
761,2020-03-25,Italy,ITA,1.0753151273107542,74386.0,7503.0,9362.0
762,2020-03-25,UK,GBR,1.1807935071123137,9640.0,466.0,140.0
763,2020-03-25,Germany,DEU,1.1314799819681132,37323.0,206.0,3547.0
764,2020-03-25,Spain,ESP,1.2414440914017573,49515.0,3647.0,5367.0
765,2020-03-25,Brazil,BRA,1.1366260052247208,2554.0,59.0,2.0
766,2020-03-25,Australia,AUS,1.1565550070694373,2364.0,8.0,119.0
767,2020-03-25,Canada,CAN,1.165232382679632,3251.0,30.0,183.0
768,2020-03-26,US,USA,1.2745294362052,83836.0,1209.0,681.0
769,2020-03-26,China,CHN,1.0014817352859093,81782.0,3291.0,74181.0
770,2020-03-26,India,IND,1.10654327940214,727.0,20.0,45.0
771,2020-03-26,Korea,KOR,1.0,0.0,0.0,0.0
772,2020-03-26,Singapore,SGP,1.0824075688182437,683.0,2.0,172.0
773,2020-03-26,Italy,ITA,1.0833893362475013,80589.0,8215.0,10361.0
774,2020-03-26,UK,GBR,1.22531096959443,11812.0,580.0,150.0
775,2020-03-26,Germany,DEU,1.1772365090596926,43938.0,267.0,5673.0
776,2020-03-26,Spain,ESP,1.1670402570856797,57786.0,4365.0,7015.0
777,2020-03-26,Brazil,BRA,1.1687542335386314,2985.0,77.0,6.0
778,2020-03-26,Australia,AUS,1.1886624845072566,2810.0,13.0,172.0
779,2020-03-26,Canada,CAN,1.24330900243309,4042.0,38.0,184.0
780,2020-03-27,US,USA,1.2125697537370874,101657.0,1581.0,869.0
